id,mdb,project_name,region,multi_country,country,iso_country_code,city,year,context,sector,subset,amounttotal_2020usd,amountmdb_2020usd,sponsor1,amount1,sponsor2,amount2,sponsor3,amount3,sponsor4,amount4,sponsor5,amount5,sponsor6,amount6,sponsor7,amount7,ppp_sanitation,ppp_water,amount_sanitation,amount_water,primaryc,secondaryc,towns,network_infrastructure,n_drains_sewers,n_treatment,non_network_infrastructure,nn_containment,nn_transport,nn_treatment,nn_disposal,nn_reuse,ur1,ur2,ur3,ur4,ur5,er1,er2,er3
P155732,IBRD,EMERGENCY OPERATION FOR DEVELOPMENT,Western Asia,0,Iraq,IRQ,MULTI,2015,Urban,Water & Sanitation +,2,382183169.702314,382183169.702314,IBRD,382183169.702314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35290-043,AsDB,North Eastern Region Capital Cities Development Investment Program â€“ Tranche 3,Southern Asia,0,India,IND,MULTI,2015,Urban,Water & Sanitation +,2,124482518.131611,87356153.0748146,AsDB,87356153.0748146,GOV,37126365.0567962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,7360000,79590000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-RW-E00-008,AfDB,Rwanda - Kigali Bulk Water Supply Project,Eastern Africa,0,Rwanda,RWA,Kigali,2015,Urban,Water,1,120846254.170115,30555310.7889039,AfDB,30555310.7889039,NA,90290943.3812109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service-O&M,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P147839,IBRD,Pacific Resilience Program,Oceania,1,NA,NA,MULTI,2015,Both,Water & Sanitation +,1,10340784.6202312,4018383.04144147,NA,6322401.57878971,IBRD,4018383.04144147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46443-003,AsDB,Second Greater Mekong Subregion Corridor Towns Development Project,South-eastern Asia,0,Lao People's Democratic Republic,LAO,MULTI,2015,Urban,Sanitation +,2,56781499.4986295,40402220.7971018,AsDB,40402220.7971018,GOV,5459759.56717591,NA,10919519.1343518,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P148970,IBRD,SUSTAINABLE RURAL AND SMALL TOWNS WATER AND SANITATION PROJECT,Caribbean,0,Haiti,HTI,MULTI,2015,Both,Water & Sanitation,1,54597595.6717591,54597595.6717591,IBRD,54597595.6717591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3251,AsDB,WATER SECTOR INVESTMENT PROGRAM - TRANCHE 3,South-eastern Asia,0,Vietnam,VNM,MULTI,2015,Urban,Water & Sanitation,2,184539873.370546,155603147.664513,AsDB,155603147.664513,GOV,28936725.7060323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49378-001,AsDB,Strengthening Capacities to Design and Implement Smart Urban Infrastructure,NA,1,NA,NA,MULTI,2015,Urban,Water & Sanitation +,2,600573.55238935,545975.956717591,AsDB,545975.956717591,GOV,54597.5956717591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P149091,IBRD,LUSAKA SANITATION PROJECT,Eastern Africa,0,Zambia,ZMB,Lusaka,2015,Urban,Sanitation,3,74798706.07031,70976874.3732869,IBRD,70976874.3732869,GOV,3821831.69702314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,68500000,NA,1,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
41456-044,AsDB,Water Sector Investment Program PFR4,South-eastern Asia,0,Vietnam,VNM,MULTI,2015,Urban,Water,1,256608699.657268,223850142.254212,AsDB,223850142.254212,GOV,32758557.4030555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47048-002,AsDB,Hubei Enshi Qing River Upstream Environment Rehabilitation Project,Eastern Asia,0,China,CHN,MULTI,2015,Both,Water & Sanitation +,1,252917902.189857,109195191.343518,GOV,143722710.846339,AsDB,109195191.343518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43237-013,AsDB,Urban Environment and Climate Change Adaptation Project,South-eastern Asia,0,Vietnam,VNM,MULTI,2015,Urban,Water & Sanitation +,2,157241075.534666,109195191.343518,AsDB,109195191.343518,GOV,43678076.5374073,NA,4367807.65374073,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P151439,IBRD,GUAYAQUIL WASTEWATER MANAGEMENT PROJECT,South America,0,Ecuador,ECU,Guayaquil,2015,Urban,Sanitation,0,270585684.149238,111925071.127106,IBRD,111925071.127106,OTHER_MULTI_BI_LATERAL,111925071.127106,GOV,46735541.8950258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-ZM-E00-010,AfDB,Zambia - Lusaka Sanitation Program  – Climate Resilient Sustainable Infrastructure Project,Eastern Africa,0,Zambia,ZMB,Lusaka,2015,Urban,Sanitation,2,138766943.947807,54281509.6164877,AfDB,54281509.6164877,IBRD,70552212.611579,GOV,13933221.7197402,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,NA,90830000,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49215-001,AsDB,Earthquake Emergency Assistance Project,Southern Asia,0,Nepal,NPL,Kathmandu,2015,Urban,Water & Sanitation +,2,254970771.787115,220028310.557189,AsDB,220028310.557189,GOV,34942461.2299258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42285-013,AsDB,Integrated Urban Environmental Management in the Tonle Sap Basin Project,South-eastern Asia,0,Cambodia,KHM,MULTI,2015,Urban,Sanitation +,1,57436670.6466906,40402220.7971018,AsDB,40402220.7971018,NA,11137909.5170389,GOV,5896540.33254999,COM,218390.382687037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P117449,IBRD,Hebron Regional Wastewater Management Project - Phase 1,Western Asia,0,West Bank and Gaza,NA,Hebron,2015,Urban,Sanitation,0,81230302.8404432,29264311.2800629,IBRD,29264311.2800629,GOV,545975.956717591,OTHER_MULTI_BI_LATERAL,14566638.5252253,OTHER_MULTI_BI_LATERAL,37399353.035155,NA,NA,NA,NA,NA,NA,Non,NA,74390000,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P153251,IBRD,SWACHH BHARAT MISSION SUPPORT OPERATION,Southern Asia,0,India,IND,MULTI,2015,Both,Sanitation +,3,24022942095.574,1637927870.15277,GOV,22385014225.4212,IBRD,1637927870.15277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,NA,MULTI,MULTI,MULTI,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
P150395,IBRD,TAMIL NADU SUSTAINABLE URBAN DEVELOPMENT PROJECT,Southern Asia,0,India,IND,MULTI,2015,Urban,Water & Sanitation,2,655171148.06111,436780765.374073,IBRD,436780765.374073,GOV,218390382.687037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,Promotion,180000000,180000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P151077,IBRD,INFRASTRUCTURE AND LOCAL DEVELOPMENT PROJECT II,Middle Africa,0,Gabon,GAB,MULTI,2015,Urban,Water & Sanitation +,2,109195191.343518,109195191.343518,IBRD,109195191.343518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P150351,IBRD,URBAN WATER AND SANITATION PROJECT,Western Africa,0,Senegal,SEN,MULTI,2015,Urban,Water & Sanitation,2,76436633.9404628,76436633.9404628,IBRD,76436633.9404628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Concession,16800000,77640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P151439,IBRD,EC Guayaquil Wastewater Management Project,South America,0,Ecuador,ECU,Guayaquil,2015,Urban,Sanitation,3,270607523.187507,111925071.127106,IBRD,111925071.127106,OTHER_MULTI_BI_LATERAL,111925071.127106,GOV,46757380.9332945,NA,NA,NA,NA,NA,NA,NA,NA,Concession,NA,247820000,NA,1,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
P150929,IBRD,INFRASTRUCTURE RESILIENCE EMERGENCY PROJECT,Eastern Africa,0,Burundi,BDI,Bujumbura,2015,Urban,Sanitation +,3,27298797.8358796,27298797.8358796,IBRD,27298797.8358796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,NA,1,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P-ET-EAZ-005,AfDB,Ethiopia - Management Businesses to improve sanitation services in Arba Minch,Eastern Africa,0,Ethiopia,ETH,Arba Minch,2015,Urban,Sanitation,2,2903518.40771559,2322814.72617247,AfDB,2322814.72617247,GOV,580703.681543118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service-O&M,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46443-002,AsDB,Second Greater Mekong Subregion Corridor Towns Development Project,South-eastern Asia,0,Cambodia,KHM,MULTI,2015,Urban,Sanitation +,2,41603367.9018805,36034413.143361,AsDB,36034413.143361,GOV,5568954.75851943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,9740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P150520,IBRD,Punjab Rural Water and Sanitation Sector Improvement Project,Southern Asia,0,India,IND,NA,2015,Rural,Water & Sanitation,1,386550977.356055,270804074.531925,IBRD,270804074.531925,GOV,115746902.824129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P150494,IBRD,Gaza Sustainable Water Supply Program,Western Asia,0,West Bank and Gaza,NA,MULTI,2015,Urban,Water,3,2402294.2095574,2402294.2095574,IBRD,2402294.2095574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,2200000,MULTI,MULTI,MULTI,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
P-ZW-E00-006,AfDB,Zimbabwe - Bulawayo water and sewerage services improvement project,Eastern Africa,0,Zimbabwe,ZWE,Bulawayo,2015,Urban,Water & Sanitation,2,40730229.2816088,36666372.9466846,NA,36666372.9466846,GOV,4063856.33492421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,Promotion,9690000,13840000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49001-001,AsDB,Project Design Advance Urban Water Supply and Wastewater Management Project,Melanesia,0,Fiji,FJI,Suva,2015,Urban,Water & Sanitation,2,10209750.390619,2893672.57060323,GOV,7316077.82001572,AsDB,2893672.57060323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,1810000,3800000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P147827,IBRD,WATER SUPPLY AND SANITATION IMPROVEMENT PROJECT,Southern Asia,0,Sri Lanka,LKA,NA,2015,Rural,Water & Sanitation,1,200809956.88073,180172065.716805,IBRD,180172065.716805,COM,15178131.596749,GOV,5459759.56717591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P150475,IBRD,Programmatic Development Policy Loan for Sustainable Development,South America,0,Colombia,COL,NA,2015,Rural,Sanitation +,1,764366339.404628,764366339.404628,IBRD,764366339.404628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P154464,IBRD,SECOND MUNICIPAL SERVICES IMPROVEMENT PROJECT,Southern Europe,0,North Macedonia,MKD,MULTI,2015,Urban,Water & Sanitation +,2,31633846.9322172,31633846.9322172,IBRD,31633846.9322172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46135-002,AsDB,DJIZZAK SANITATION SYSTEM DEVELOPMENT PROJECT,Central Asia,0,Uzbekistan,UZB,Djizzak,2015,Urban,Sanitation,2,105438876.761301,88448104.9882498,AsDB,88448104.9882498,GOV,16990771.7730514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,96560000,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43405-027,AsDB,Urban Services Improvement Investment Program - Tranche 5,Western Asia,0,Georgia,GEO,Zugdidi,2015,Urban,Sanitation,2,98275672.2091664,81896393.5076387,AsDB,81896393.5076387,GOV,16379278.7015277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service-O&M,Non,90000000,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3316,AsDB,MANDALAY URBAN SERVICES IMPROVEMENT PROJECT,South-eastern Asia,0,Myanmar,MMR,Mandalay,2015,Urban,Water & Sanitation +,2,141844553.55523,65517114.8061109,AsDB,65517114.8061109,OTHER_MULTI_BI_LATERAL,50229788.0180184,GOV,14304570.0660009,NA,11793080.6651,NA,NA,NA,NA,NA,NA,Non,Non,52300000,43900000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P133017,IBRD,GUILIN INTEGRATED ENVIRONMENT MANAGEMENT PROJECT,Eastern Asia,0,China,CHN,Guilin,2015,NA,Water & Sanitation,0,169754844.462633,109195191.343518,IBRD,109195191.343518,GOV,60559653.1191152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46346-002,AsDB,Ebeye Water Supply and Sanitation Project,Micronesia,0,Marshall Islands,MHL,Ebeye,2015,Urban,Water,1,20768925.3935372,5459759.56717591,GOV,10941358.1726205,AsDB,5459759.56717591,OTHER_MULTI_BI_LATERAL,4367807.65374073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-AO-E00-005,AfDB,Angola - Institutional Support for the Sustainability of Urban Water Supply and Sanitation Service Delivery Project,Middle Africa,0,Angola,AGO,MULTI,2015,Urban,Water & Sanitation,2,152960765.802203,122370337.79461,AfDB,122370337.79461,GOV,30590111.7601269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,Promotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P133017,IBRD,Guilin Integrated Environment Management,Eastern Asia,0,China,CHN,Guilin,2015,Urban,Water & Sanitation,2,169754844.462633,109195191.343518,IBRD,109195191.343518,GOV,60559653.1191152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,99040000,36930000,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46049-002,AsDB,Xinjiang Akesu Integrated Urban Development and Environment Improvement Project,Eastern Asia,0,China,CHN,MULTI,2015,Urban,Water & Sanitation +,2,274069010.753096,163792787.015277,AsDB,163792787.015277,GOV,110276223.737819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46443-004,AsDB,Second Greater Mekong Subregion Corridor Towns Development Project,South-eastern Asia,0,Vietnam,VNM,MULTI,2015,Urban,Sanitation +,2,132857789.307659,109195191.343518,AsDB,109195191.343518,GOV,23662597.9641404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,44640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45148-008,AsDB,Greater Colombo Water and Wastewater Management Improvement Investment Program (Tranche 3),Southern Asia,0,Sri Lanka,LKA,Colombo,2015,Urban,Water & Sanitation +,2,248986875.30149,139769844.919703,AsDB,139769844.919703,GOV,54619434.7100278,OTHER_MULTI_BI_LATERAL,54597595.6717591,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P133449,IBRD,COMMUNAL SERVICES DEVELOPMENT FUND PROJECT,Central Asia,0,Tajikistan,TJK,MULTI,2015,NA,Water & Sanitation +,0,14741350.831375,14741350.831375,IBRD,14741350.831375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46063-002,AsDB,Xinjiang Tacheng Border Cities and Counties Development Project,Eastern Asia,0,China,CHN,MULTI,2015,Urban,Water & Sanitation +,2,330719476.022114,163792787.015277,GOV,166926689.006836,AsDB,163792787.015277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P153113,IBRD,National Community Driven Development Project,South-eastern Asia,0,Myanmar,MMR,NA,2015,Rural,Water +,1,495036399.95584,414941727.105369,IBRD,414941727.105369,GOV,43678076.5374073,OTHER_MULTI_BI_LATERAL,24405125.2652763,OTHER_MULTI_BI_LATERAL,12011471.047787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P154112,IBRD,Sustainable Rural Sanitation Services Program for Results,Northern Africa,0,Egypt,EGY,NA,2015,Rural,Sanitation,1,1965513444.18333,1201147104.7787,IBRD,1201147104.7787,GOV,436780765.374073,OTHER_MULTI_BI_LATERAL,218390382.687037,OTHER_MULTI_BI_LATERAL,109195191.343518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-TZ-E00-008,AfDB,Tanzania - Arusha Sustainable Urban Water and Sanitation Delivery Project,Eastern Africa,0,United Republic of Tanzania,TZA,Arusha,2015,Urban,Water & Sanitation,2,254097964.520524,229164830.916779,AfDB,156041388.902314,AfDB,27499779.7100135,NA,45623662.3044518,GOV,24933133.6037455,NA,NA,NA,NA,NA,NA,Non,Non,105415822.2,74000000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3373,AsDB,WATER SECTOR INVESTMENT PROGRAM(TRANCHE 4),South-eastern Asia,0,Vietnam,VNM,MULTI,2015,Urban,Water,0,256608699.657268,223850142.254212,AsDB,223850142.254212,GOV,32758557.4030555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35173-013,AsDB,Third Small Towns Water Supply and Sanitation Sector Project,Southern Asia,0,Nepal,NPL,MULTI,2015,Urban,Water & Sanitation,2,119022758.564435,65517114.8061109,AsDB,65517114.8061109,GOV,25224089.2003527,NA,21839038.2687037,COM,5022978.80180184,NA,1419537.48746574,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P152693,IBRD,Results-based Scaling Up Rural Sanitation and Water Supply Program,South-eastern Asia,0,Viet Nam,VNM,NA,2015,Rural,Water & Sanitation,1,240229420.95574,218390382.687037,IBRD,218390382.687037,GOV,21839038.2687037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-ET-E00-011,AfDB,Ethiopia - Four Towns Water Supply and Sanitation Improvement Program,Eastern Africa,0,Ethiopia,ETH,MULTI,2016,Urban,Water & Sanitation,2,121440007.499076,81112759.7257981,AfDB,81112759.7257981,GOV,40327247.7732781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,Promotion,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49001-003,AsDB,"Urban Water Supply and Wastewater Management Investment Program, Tranche 1",Melanesia,0,Fiji,FJI,MULTI,2016,Urban,Water,1,194586756.980868,45408141.6339651,AsDB,45408141.6339651,IBRD,33471911.3804241,OTHER_MULTI_BI_LATERAL,28684047.768018,GOV,87022656.1984608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3389,AsDB,WATER DISTRICT DEVELOPMENT SECTOR PROJECT,South-eastern Asia,0,Philippines,PHL,MULTI,2016,Urban,Water & Sanitation,2,81954422.1943373,64700859.6271084,AsDB,64700859.6271084,GOV,14018519.5858735,NA,2695869.15112952,NA,539173.830225903,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P147381,IBRD,Zhuzhou Brownfield Remediation Project,Eastern Asia,0,China,CHN,Zhuzhou,2016,Urban,Sanitation +,3,253843039.270355,161752149.067771,IBRD,161752149.067771,GOV,92090890.2025842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,17070000,NA,0,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
P-KE-E00-011,AfDB,Kenya - Towns Sustainable Water Supply and Sanitation Program,Eastern Africa,0,Kenya,KEN,MULTI,2016,Urban,Water & Sanitation,2,482567048.856475,407273069.473467,AfDB,407273069.473467,AfDB,10262727.9698103,GOV,65032750.278097,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,0,0,MULTI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49113-001,AsDB,Managing Soil Pollution in Ger Areas through Improved On-site Sanitation Project,Eastern Asia,0,Mongolia,MNG,MULTI,2016,Urban,Sanitation,1,3019373.44926506,0,NA,3019373.44926506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P149377,IBRD,Water Services & Institutional Support II,Eastern Africa,0,Mozambique,MOZ,MULTI,2016,Urban,Water,3,97051289.4406625,97051289.4406625,IBRD,97051289.4406625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,90000000,4,1,1,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
49444-001,AsDB,Building Project Implementation Capacities in the Pacific,NA,1,NA,NA,MULTI,2016,Urban,Water +,1,1078347.66045181,1078347.66045181,AsDB,1078347.66045181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P151416,IBRD,URBAN DEVELOPMENT PROJECT,Central Asia,0,Kyrgyzstan,KGZ,MULTI,2016,Urban,Water +,3,15528206.310506,12940171.9254217,IBRD,12940171.9254217,GOV,2588034.38508433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,0,0,MULTI,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47254-003,AsDB,Dhaka Water Supply Network Improvement,Southern Asia,0,Bangladesh,BGD,Dhaka,2016,Urban,Water,1,439965845.464337,296545606.624247,AsDB,296545606.624247,GOV,143420238.84009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42266-025,AsDB,Kolkata Environmental Improvement Investment Program - Tranche 2,Southern Asia,0,India,IND,Kolkata,2016,Urban,Water & Sanitation +,2,308407430.889217,215669532.090361,AsDB,215669532.090361,GOV,92737898.7988553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,128250000,113780000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
